epoch,loss,accuracy,learning_rate,test_loss,test_accuracy
0,1.0986916961551678,0.29333333333333333,1.0,1.0986897871758645,0.2833333333333333
1,1.0985156569342769,0.5233333333333333,1.0,1.098514500924009,0.52
2,1.0983559593441514,0.6033333333333334,1.0,1.0983544603991475,0.6133333333333333
3,1.0981997295583343,0.6166666666666667,1.0,1.098198042120238,0.6233333333333333
4,1.098027377872003,0.58,1.0,1.0980250081796743,0.5933333333333334
5,1.0978322467907453,0.5666666666666667,1.0,1.0978282680163722,0.5766666666666667
6,1.0976052148877293,0.5466666666666666,1.0,1.0975994138360523,0.5466666666666666
7,1.097336274433232,0.5433333333333333,1.0,1.0973285341220027,0.5466666666666666
8,1.0970158775941692,0.5433333333333333,1.0,1.0970058563212481,0.55
9,1.0966302362272338,0.5433333333333333,1.0,1.0966177271937292,0.55
10,1.096163272677865,0.5366666666666666,1.0,1.0961466722969875,0.5533333333333333
11,1.0955969386370323,0.53,1.0,1.0955748067725224,0.5433333333333333
12,1.0949054602951662,0.5266666666666666,1.0,1.0948762460228836,0.5533333333333333
13,1.094057050888169,0.5266666666666666,1.0,1.0940203641330526,0.55
14,1.0930124737267994,0.53,1.0,1.0929670609437396,0.55
15,1.0917342442450864,0.5333333333333333,1.0,1.0916768173924611,0.5466666666666666
16,1.0901752512346643,0.5266666666666666,1.0,1.0901031883152374,0.55
17,1.0882835317470865,0.5333333333333333,1.0,1.0881954097873947,0.5433333333333333
18,1.086000693734225,0.53,1.0,1.0858903073859283,0.5366666666666666
19,1.0832456503564762,0.53,1.0,1.0831069588433972,0.53
20,1.0799259090987505,0.5266666666666666,1.0,1.0797526544273006,0.5233333333333333
21,1.0759363804895412,0.53,1.0,1.0757205422101348,0.5133333333333333
22,1.0711656987599294,0.53,1.0,1.070898853295018,0.5133333333333333
23,1.0654973768859488,0.5333333333333333,1.0,1.0651684119959473,0.52
24,1.058805861508639,0.5366666666666666,1.0,1.0584044621171633,0.5233333333333333
25,1.050974386715859,0.5366666666666666,1.0,1.0504885526658454,0.52
26,1.04190274067056,0.5366666666666666,1.0,1.0413180495457837,0.52
27,1.0315200443617498,0.54,1.0,1.0308254251781481,0.5166666666666667
28,1.0197961466009533,0.5366666666666666,1.0,1.0189798137552755,0.5166666666666667
29,1.0067619828717864,0.5366666666666666,1.0,1.005816423587056,0.5166666666666667
30,0.9925093959694311,0.5366666666666666,1.0,0.9914252111888495,0.5166666666666667
31,0.977200759241764,0.5366666666666666,1.0,0.9759717970035792,0.5166666666666667
32,0.9610755593658998,0.5366666666666666,1.0,0.9597032559614795,0.5166666666666667
33,0.9444082687357864,0.5366666666666666,1.0,0.9428981423253904,0.52
34,0.9274817338935749,0.5366666666666666,1.0,0.9258494675641896,0.5233333333333333
35,0.910571648138383,0.5366666666666666,1.0,0.9088298308537265,0.5233333333333333
36,0.8939181272830363,0.54,1.0,0.8920845534682318,0.5266666666666666
37,0.8777165880504998,0.5366666666666666,1.0,0.8757975241671496,0.53
38,0.8621212567829379,0.5433333333333333,1.0,0.8601418059686472,0.53
39,0.8472435024626055,0.5433333333333333,1.0,0.8452140044333205,0.53
40,0.8331839626783943,0.5433333333333333,1.0,0.8311039753602425,0.53
41,0.8200306439968401,0.5433333333333333,1.0,0.817905367785522,0.5333333333333333
42,0.8078335457069034,0.5433333333333333,1.0,0.8056699929222686,0.5333333333333333
43,0.7966385613688024,0.5333333333333333,1.0,0.7944320840285968,0.5266666666666666
44,0.7864693729799321,0.5366666666666666,1.0,0.7842300442311769,0.5266666666666666
45,0.7773318441997167,0.5366666666666666,1.0,0.7750418928004594,0.53
46,0.7691846364427201,0.5366666666666666,1.0,0.7668411876530014,0.53
47,0.7619849720859155,0.5366666666666666,1.0,0.7595622371493871,0.5333333333333333
48,0.7556644541742468,0.5466666666666666,1.0,0.7531641226530038,0.5333333333333333
49,0.7501435695308679,0.5466666666666666,1.0,0.7475460503082043,0.5366666666666666
50,0.7453410446732601,0.55,1.0,0.7426342427592908,0.5366666666666666
51,0.7411598454672969,0.55,1.0,0.7383388527911786,0.5366666666666666
52,0.7375171838620456,0.55,1.0,0.7345722040110942,0.5366666666666666
53,0.7343192812767847,0.5533333333333333,1.0,0.7312652428815977,0.54
54,0.7315011649109715,0.5533333333333333,1.0,0.7283312960852041,0.5433333333333333
55,0.7290087140130802,0.5533333333333333,1.0,0.7257336455646993,0.5433333333333333
56,0.7267946523651506,0.5533333333333333,1.0,0.7234172472179469,0.5466666666666666
57,0.7248248331847427,0.5566666666666666,1.0,0.7213445797414115,0.5466666666666666
58,0.7230492731883916,0.56,1.0,0.7194735082508585,0.5466666666666666
59,0.7214294621654426,0.5566666666666666,1.0,0.7177589213508327,0.5466666666666666
60,0.7199322060740727,0.5566666666666666,1.0,0.7161896822180124,0.5466666666666666
61,0.7185422979650576,0.5666666666666667,1.0,0.7147184613887321,0.5433333333333333
62,0.7172750467928043,0.5666666666666667,1.0,0.7133595152274728,0.55
63,0.7161131797473289,0.5666666666666667,1.0,0.7121091639182526,0.5533333333333333
64,0.7150291481239268,0.5666666666666667,1.0,0.7109635862985579,0.5566666666666666
65,0.7140018073947868,0.5666666666666667,1.0,0.7098861002427366,0.56
66,0.7130289058199071,0.5666666666666667,1.0,0.708861095370742,0.56
67,0.7121061933443613,0.5666666666666667,1.0,0.7078831215473148,0.56
68,0.7112361975965789,0.5666666666666667,1.0,0.7069612058093703,0.56
69,0.7104051026867496,0.5666666666666667,1.0,0.7060743882227581,0.56
70,0.7096014767035408,0.5666666666666667,1.0,0.7052240806288242,0.56
71,0.7088254642055932,0.57,1.0,0.7044008504031888,0.56
72,0.7080774256700834,0.5733333333333334,1.0,0.7036149854983954,0.56
73,0.7073538975427657,0.5733333333333334,1.0,0.7028524573089572,0.5633333333333334
74,0.7066547879623751,0.5733333333333334,1.0,0.7021282314351699,0.5633333333333334
75,0.7059783305044341,0.5766666666666667,1.0,0.7014127368795288,0.5633333333333334
76,0.7053253859739209,0.5766666666666667,1.0,0.7007245082090935,0.5633333333333334
77,0.7046880524689413,0.5766666666666667,1.0,0.7000523607389649,0.5633333333333334
78,0.7040587542450877,0.5766666666666667,1.0,0.6993867837593529,0.5633333333333334
79,0.7034376727206795,0.5766666666666667,1.0,0.6987298962849325,0.5633333333333334
80,0.7028262152545588,0.5766666666666667,1.0,0.6980787727026165,0.5633333333333334
